vile,year,transmission,fuel,mileage,marque,model,doors,orgine,premiere_main,puissance_fiscale,etat,price,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Salé,2019.0,Automatique,Diesel,200000.0,Volkswagen,Tiguan,5.0,Dédouanée,,,,349999,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Casablanca,2010.0,Manuelle,Essence,70000.0,BMW,Série 1,5.0,WW au Maroc,Non,9.0,Excellent,95000,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
Agadir,2021.0,Automatique,Diesel,170000.0,Volvo,XC60,5.0,WW au Maroc,Non,8.0,Bon,355000,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Casablanca,2013.0,Manuelle,Diesel,160000.0,Ford,Focus,5.0,WW au Maroc,Oui,6.0,Bon,120000,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
Agadir,2019.0,Manuelle,Diesel,250000.0,Fiat,Tipo,5.0,WW au Maroc,Oui,5.0,Très bon,85000,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1
Midelt,2009.0,Manuelle,Diesel,250000.0,Renault,19,5.0,WW au Maroc,Non,7.0,Bon,45000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Safi,2011.0,Manuelle,Essence,95000.0,Ford,Fiesta,,,,,,73000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Tétouan,2006.0,Manuelle,Diesel,200000.0,Ssangyong,Kyron,5.0,Dédouanée,Non,8.0,Bon,48000,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
Fès,2022.0,Manuelle,Diesel,75000.0,Dacia,Sandero,5.0,WW au Maroc,Non,6.0,Excellent,128000,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
Agadir,2018.0,Manuelle,Diesel,140000.0,Seat,Leon,5.0,WW au Maroc,Non,6.0,Excellent,153000,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1
Tanger,2015.0,Manuelle,Diesel,200000.0,Ford,Transit,5.0,WW au Maroc,Non,9.0,Très bon,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2012.0,Automatique,Diesel,100000.0,Volkswagen,Touareg,5.0,,,,,130000,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Kénitra,2010.0,Automatique,Essence,75000.0,BMW,Série 3,3.0,WW au Maroc,Non,11.0,Excellent,118000,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1
Fès,2020.0,Automatique,Other,20000.0,Toyota,C-HR,5.0,WW au Maroc,Oui,9.0,Excellent,210000,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
Rabat,2022.0,Manuelle,Diesel,100000.0,Renault,Clio,5.0,WW au Maroc,Non,6.0,Excellent,140000,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1
Meknès,2015.0,Manuelle,Diesel,140000.0,Citroën,C4,5.0,WW au Maroc,Oui,6.0,Neuf,109000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Khouribga,2012.0,Automatique,Diesel,300000.0,Volkswagen,Touareg,5.0,Importée neuve,Non,12.0,Très bon,130000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2019.0,Manuelle,Diesel,120000.0,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8.0,Excellent,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2010.0,Manuelle,Diesel,200000.0,Peugeot,206,5.0,WW au Maroc,Non,6.0,,66000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
Casablanca,2018.0,Automatique,Diesel,300000.0,Volkswagen,Jetta,5.0,WW au Maroc,Oui,8.0,Bon,140000,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1
Salé,2021.0,Manuelle,Diesel,120000.0,Jeep,Compass,5.0,WW au Maroc,Non,6.0,Très bon,260000,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
Tanger,2016.0,Automatique,Diesel,170000.0,Volvo,XC90,5.0,WW au Maroc,Oui,8.0,Excellent,285000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2023.0,Automatique,Diesel,40000.0,Hyundai,Creta,5.0,WW au Maroc,Oui,6.0,Excellent,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2016.0,Automatique,Diesel,150000.0,Maserati,Levante,5.0,WW au Maroc,Oui,12.0,Excellent,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oujda,2007.0,Manuelle,Diesel,110000.0,Volkswagen,Golf 5,5.0,Dédouanée,Oui,8.0,Excellent,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tit Mellil,2017.0,Automatique,Diesel,200000.0,Mercedes-Benz,220,5.0,WW au Maroc,Non,9.0,Excellent,240000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tétouan,2011.0,Manuelle,Diesel,160000.0,Mercedes-Benz,220,,,,,,198000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marrakech,2015.0,Manuelle,Diesel,160000.0,Hyundai,i40,5.0,WW au Maroc,Non,7.0,Excellent,130000,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1
Casablanca,2020.0,Manuelle,Essence,30000.0,Dacia,Sandero,,,,,,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Automatique,Diesel,140000.0,Kia,Sportage,5.0,WW au Maroc,Oui,8.0,Excellent,275000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Tit Mellil,2011.0,Automatique,Diesel,250000.0,Mercedes-Benz,220,5.0,Dédouanée,Non,9.0,Très bon,170000,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
Casablanca,2007.0,Manuelle,Diesel,250000.0,Hyundai,Tucson,5.0,,,,,63000,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
Fès,2018.0,Manuelle,Diesel,160000.0,Dacia,Logan,5.0,WW au Maroc,Non,8.0,Excellent,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2009.0,Automatique,Diesel,300000.0,BMW,Série 5,,,,,,125000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Benslimane,2011.0,Manuelle,Diesel,20000.0,Ford,Focus,5.0,WW au Maroc,Non,6.0,Excellent,110000,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1
Oujda,2002.0,Manuelle,Diesel,200000.0,Renault,Clio,5.0,WW au Maroc,Non,7.0,Très bon,66000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Tanger,2020.0,Manuelle,Diesel,60000.0,Opel,Crossland,5.0,WW au Maroc,Oui,6.0,Excellent,155000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
Agadir,2022.0,Automatique,Diesel,55000.0,Renault,Megane,5.0,WW au Maroc,Non,6.0,Excellent,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Automatique,Diesel,180000.0,Dacia,Dokker,5.0,WW au Maroc,Non,6.0,Très bon,126000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2018.0,Automatique,Essence,100000.0,Rover,Série 400,5.0,WW au Maroc,Non,42.0,Très bon,360000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rabat,2023.0,Manuelle,Diesel,50000.0,Peugeot,208,5.0,WW au Maroc,Oui,6.0,Excellent,168000,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1
Casablanca,2020.0,Manuelle,Diesel,45000.0,Peugeot,208,5.0,WW au Maroc,Oui,6.0,Excellent,140000,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
Berkane,2011.0,Manuelle,Diesel,190000.0,Hyundai,Santa Fe,5.0,Importée neuve,Non,9.0,Très bon,101000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
Casablanca,2018.0,Manuelle,Diesel,170000.0,Opel,Mokka,5.0,Pas encore dédouanée,Non,42.0,Très bon,190000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Settat,2018.0,Automatique,Diesel,140000.0,Mercedes-Benz,Classe C,5.0,Dédouanée,Oui,9.0,Excellent,380000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rabat,2016.0,Manuelle,Diesel,130000.0,BMW,Série 1,3.0,Dédouanée,,,,215000,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Taza,2014.0,Manuelle,Diesel,110000.0,Hyundai,H1,5.0,WW au Maroc,,,,95000,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Oujda,2003.0,Automatique,Diesel,300000.0,Mercedes-Benz,220,5.0,Dédouanée,Non,9.0,Excellent,89000,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
Tanger,2022.0,Automatique,Essence,35000.0,Renault,Clio,5.0,WW au Maroc,Non,8.0,Très bon,168000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2021.0,Manuelle,Diesel,50000.0,Kia,Seltos,5.0,WW au Maroc,Oui,6.0,Excellent,225000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Tanger,2020.0,Manuelle,Diesel,120000.0,Fiat,Fiorino,5.0,WW au Maroc,Non,5.0,Très bon,115000,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1
Safi,2017.0,Automatique,Diesel,200000.0,Mercedes-Benz,Classe CLS,5.0,Importée neuve,Oui,12.0,Excellent,330000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
El Jadida,2020.0,Automatique,Other,200000.0,Toyota,RAV-4,5.0,WW au Maroc,Oui,14.0,Excellent,286000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Rabat,2017.0,Manuelle,Diesel,170000.0,Seat,Leon,5.0,WW au Maroc,Non,6.0,Excellent,153000,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Casablanca,2020.0,Automatique,Diesel,100000.0,Renault,Talisman,5.0,WW au Maroc,Oui,6.0,Très bon,210000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2018.0,Manuelle,Diesel,20000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Très bon,115000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2009.0,Automatique,Diesel,250000.0,Citroën,C5,5.0,WW au Maroc,Non,8.0,Très bon,89000,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
Casablanca,2022.0,Manuelle,Diesel,90000.0,Dacia,Logan,5.0,WW au Maroc,Oui,6.0,Excellent,137000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2019.0,Automatique,Diesel,150000.0,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,8.0,Excellent,200000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
El Kelâa des Sraghna,2015.0,Automatique,Diesel,200000.0,Ford,Kuga,5.0,WW au Maroc,Non,8.0,Bon,155000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2004.0,Manuelle,Diesel,300000.0,Renault,Megane,5.0,WW au Maroc,Non,6.0,Bon,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2020.0,Manuelle,Diesel,0.0,Opel,Astra,5.0,Dédouanée,,,,167000,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
Tata,2009.0,Manuelle,Essence,190000.0,Peugeot,308,5.0,WW au Maroc,Non,8.0,Très bon,65000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Meknès,2018.0,Automatique,Diesel,170000.0,Audi,Q3,5.0,Dédouanée,Non,8.0,Excellent,360000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2020.0,Automatique,Diesel,95000.0,Mercedes-Benz,Classe A,5.0,Dédouanée,Oui,8.0,Très bon,370000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tan-Tan,1997.0,Manuelle,Essence,200000.0,Fiat,Uno,5.0,WW au Maroc,Non,6.0,Neuf,32000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Casablanca,2013.0,Manuelle,Diesel,120000.0,Nissan,Juke,5.0,WW au Maroc,Oui,6.0,Très bon,119000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
Temara,2004.0,Manuelle,Essence,190000.0,Chevrolet,Aveo,5.0,WW au Maroc,Non,7.0,Excellent,40000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Tétouan,2011.0,Automatique,Diesel,190000.0,Mercedes-Benz,220,,,,,,195000,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1
Tanger,2012.0,Manuelle,Diesel,200000.0,Volkswagen,Polo,5.0,Dédouanée,,,,105000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Larache,2017.0,Automatique,Diesel,110000.0,Audi,Q5,5.0,WW au Maroc,Non,8.0,Excellent,280000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marrakech,2017.0,Manuelle,Diesel,95000.0,Peugeot,208,5.0,WW au Maroc,Oui,6.0,Excellent,125000,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
Casablanca,2009.0,Manuelle,Diesel,0.0,Peugeot,Partner,3.0,Dédouanée,Non,7.0,Bon,75000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Salé,2006.0,Manuelle,Diesel,140000.0,Toyota,Avensis,5.0,,,,,64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2017.0,Manuelle,Essence,100000.0,Opel,Adam,3.0,WW au Maroc,Oui,7.0,Très bon,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tétouan,2024.0,Manuelle,Diesel,5000.0,Dacia,Sandero,5.0,WW au Maroc,Oui,6.0,Excellent,175000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Agadir,2021.0,Automatique,Diesel,65000.0,Jeep,Renegade,5.0,WW au Maroc,Non,6.0,Très bon,235000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Rabat,2016.0,Manuelle,Diesel,120000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Très bon,113000,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1
Casablanca,2017.0,Manuelle,Essence,100000.0,Opel,Adam,3.0,WW au Maroc,Oui,7.0,Très bon,112000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tétouan,2019.0,Manuelle,Essence,120000.0,Volkswagen,Polo,5.0,WW au Maroc,Oui,6.0,Très bon,145000,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
Meknès,2009.0,Manuelle,Essence,200000.0,Honda,Accord,5.0,WW au Maroc,Non,11.0,Très bon,64000,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
Casablanca,2021.0,Manuelle,Diesel,170000.0,Peugeot,301,5.0,WW au Maroc,Oui,6.0,Excellent,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safi,2012.0,Manuelle,Essence,110000.0,Ford,Fiesta,5.0,WW au Maroc,Non,7.0,Bon,58000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fès,2007.0,Automatique,Diesel,200000.0,Audi,Q7,5.0,WW au Maroc,Non,12.0,Excellent,98000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Mohammedia,2021.0,Manuelle,Diesel,80000.0,Renault,Captur,5.0,WW au Maroc,Oui,6.0,Très bon,200000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2003.0,Manuelle,Diesel,300000.0,Renault,Laguna,5.0,Dédouanée,Non,7.0,,60000,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1
Marrakech,2019.0,Manuelle,Diesel,85000.0,Dacia,Logan,5.0,WW au Maroc,Non,6.0,Très bon,118000,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
Mohammedia,2008.0,Manuelle,Essence,120000.0,Dacia,Logan,5.0,Dédouanée,Non,8.0,Très bon,50000,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Al Hoceima,2009.0,Automatique,Diesel,200000.0,Seat,Leon,5.0,WW au Maroc,Non,8.0,Très bon,96000,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
Rabat,2021.0,Manuelle,Diesel,50000.0,Renault,Express,5.0,WW au Maroc,Oui,7.0,Excellent,163000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Tétouan,2021.0,Automatique,Essence,65000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Très bon,185000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Casablanca,2018.0,Automatique,Diesel,120000.0,Renault,Koleos,5.0,WW au Maroc,Non,8.0,Très bon,180000,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1
Meknès,2012.0,Automatique,Diesel,180000.0,Porsche,Panamera,,,,,,230000,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
Tétouan,2008.0,Manuelle,Diesel,25000.0,Renault,Laguna,5.0,WW au Maroc,Non,6.0,Très bon,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Manuelle,Diesel,25000.0,Renault,Kadjar,5.0,WW au Maroc,Non,6.0,Excellent,205000,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Khénifra,2001.0,Manuelle,Diesel,180000.0,Fiat,Siena,5.0,WW au Maroc,Non,7.0,Excellent,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2015.0,Manuelle,Diesel,110000.0,Fiat,500,3.0,WW au Maroc,Non,5.0,Excellent,83000,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
Casablanca,2020.0,Automatique,Other,55000.0,Toyota,Prius,5.0,Dédouanée,Oui,8.0,Excellent,250000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marrakech,2015.0,Manuelle,Diesel,200000.0,Renault,Clio,,,,,,102000,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0
Agadir,2005.0,Manuelle,Diesel,0.0,Peugeot,307,5.0,Dédouanée,Non,8.0,Bon,44000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Rabat,2015.0,Automatique,Diesel,180000.0,Volkswagen,Tiguan,5.0,Dédouanée,Non,8.0,Excellent,240000,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
Oujda,1996.0,Manuelle,Essence,180000.0,Mercedes-Benz,Classe C,5.0,Dédouanée,Oui,9.0,Très bon,79000,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
Kénitra,1997.0,Manuelle,Diesel,160000.0,Kia,K 2700,,,,,,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2018.0,Manuelle,Diesel,90000.0,Audi,Q5,5.0,Dédouanée,Oui,8.0,,370000,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Fès,2015.0,Manuelle,Diesel,200000.0,Renault,Clio,,,,,,102000,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1
Fès,2014.0,Manuelle,Diesel,180000.0,Renault,Kangoo,5.0,WW au Maroc,Non,6.0,Bon,88000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Agadir,2018.0,Manuelle,Diesel,200000.0,Skoda,Octavia,5.0,,,,,168000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Casablanca,2018.0,Manuelle,Diesel,80000.0,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8.0,Excellent,290000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Temara,2018.0,Automatique,Diesel,140000.0,BMW,X5,5.0,WW au Maroc,Oui,10.0,Très bon,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidi Bibi,2005.0,Automatique,Diesel,20000.0,Kia,Sorento,5.0,WW au Maroc,Non,10.0,Bon,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2017.0,Automatique,Other,150000.0,Toyota,Yaris,5.0,WW au Maroc,Non,6.0,Excellent,118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Automatique,Diesel,140000.0,Renault,Koleos,5.0,WW au Maroc,Non,8.0,Bon,230000,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Casablanca,2023.0,Automatique,Diesel,20000.0,Peugeot,3008,5.0,WW au Maroc,Oui,6.0,Excellent,280000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Khouribga,2006.0,Manuelle,Diesel,85000.0,Hyundai,Santa Fe,5.0,Dédouanée,Non,9.0,Très bon,80000,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1
Temara,2016.0,Manuelle,Diesel,120000.0,Renault,Kadjar,,,,,,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2021.0,Automatique,Diesel,95000.0,Ford,Kuga,5.0,WW au Maroc,Oui,8.0,Très bon,299000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kénitra,2021.0,Manuelle,Diesel,110000.0,Citroën,Berlingo,5.0,WW au Maroc,Non,6.0,Excellent,175000,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1
Rabat,2021.0,Automatique,Diesel,190000.0,Volvo,XC60,5.0,WW au Maroc,Non,8.0,Bon,356000,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
Temara,2017.0,Automatique,Diesel,100000.0,Land Rover,Range Rover Velar,5.0,WW au Maroc,Oui,8.0,Excellent,405000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2018.0,Automatique,Diesel,70000.0,Renault,Clio,5.0,WW au Maroc,,,,135000,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
Temara,2019.0,Automatique,Diesel,120000.0,Renault,Megane,5.0,WW au Maroc,Oui,6.0,Excellent,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabat,2017.0,Manuelle,Diesel,150000.0,Ford,Kuga,5.0,WW au Maroc,Non,8.0,,175000,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Temara,2020.0,Automatique,Diesel,160000.0,Kia,Sportage,5.0,WW au Maroc,Oui,8.0,Très bon,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tétouan,2007.0,Manuelle,Essence,170000.0,Peugeot,307,5.0,,,,,52000,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1
Temara,2020.0,Automatique,Diesel,85000.0,Volkswagen,Golf 8,5.0,WW au Maroc,Oui,8.0,Très bon,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meknès,2019.0,Manuelle,Diesel,100000.0,Peugeot,301,5.0,WW au Maroc,,,,119000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Temara,2019.0,Automatique,Diesel,110000.0,Fiat,Tipo,5.0,WW au Maroc,Oui,6.0,Très bon,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2013.0,Automatique,Diesel,180000.0,Volvo,V40,5.0,WW au Maroc,Oui,8.0,Très bon,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2009.0,Manuelle,Diesel,300000.0,BMW,Série 1,5.0,WW au Maroc,Non,8.0,Bon,80000,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1
Casablanca,2021.0,Automatique,Diesel,55000.0,Jeep,Cherokee,5.0,WW au Maroc,Oui,9.0,Excellent,280000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Salé,2015.0,Manuelle,Diesel,170000.0,Peugeot,208,5.0,WW au Maroc,Non,6.0,Excellent,98000,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Marrakech,2022.0,Manuelle,Diesel,65000.0,Peugeot,2008,5.0,WW au Maroc,Oui,6.0,Excellent,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2019.0,Automatique,Diesel,130000.0,Peugeot,508,5.0,WW au Maroc,Oui,8.0,Très bon,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2021.0,Automatique,Other,0.0,Toyota,Corolla,5.0,WW au Maroc,Oui,10.0,Excellent,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2018.0,Automatique,Diesel,110000.0,Jeep,Renegade,5.0,WW au Maroc,,,,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2018.0,Manuelle,Diesel,120000.0,Peugeot,2008,5.0,WW au Maroc,Oui,6.0,Très bon,140000,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Temara,2020.0,Automatique,Diesel,95000.0,Hyundai,i30,,,,,,177000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2019.0,Automatique,Diesel,95000.0,Ford,Fusion,5.0,WW au Maroc,Oui,8.0,Très bon,212000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2019.0,Manuelle,Diesel,90000.0,Hyundai,XG,5.0,,,,,214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temara,2021.0,Manuelle,Diesel,130000.0,Renault,Clio,5.0,WW au Maroc,Oui,6.0,Très bon,146000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tétouan,2010.0,Manuelle,Diesel,110000.0,Opel,Insignia,5.0,WW au Maroc,Non,8.0,Très bon,73000,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
Casablanca,2021.0,Automatique,Diesel,100000.0,Mercedes-Benz,Classe A,,,,,,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marrakech,2020.0,Manuelle,Essence,85000.0,Toyota,Yaris,5.0,WW au Maroc,Oui,6.0,Très bon,125000,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1
Rabat,2018.0,Automatique,Diesel,100000.0,DS,100,5.0,WW au Maroc,Non,8.0,Excellent,260000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2020.0,Automatique,Diesel,70000.0,Seat,Ateca,5.0,WW au Maroc,Oui,8.0,Excellent,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kénitra,2017.0,Manuelle,Diesel,10000.0,Toyota,Corolla,5.0,WW au Maroc,Non,5.0,Excellent,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fès,2022.0,Manuelle,Diesel,5000.0,Renault,Express,5.0,WW au Maroc,Oui,6.0,Très bon,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca,2009.0,Automatique,Diesel,200000.0,BMW,X6,5.0,Dédouanée,Non,12.0,Très bon,123000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2020.0,Automatique,Diesel,90000.0,Peugeot,3008,5.0,WW au Maroc,Non,8.0,Très bon,257000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Casablanca,2006.0,Manuelle,Diesel,50000.0,Citroën,C5,5.0,Dédouanée,Non,8.0,Bon,48000,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
